Date,Open,High,Low,Close
2018-06-07 00:00:00-04:00,128.0,128.1999969482422,126.01000213623047,126.55000305175781
2018-06-08 00:00:00-04:00,126.44999694824219,128.0,125.0999984741211,126.19999694824219
2018-06-11 00:00:00-04:00,126.5,130.14999389648438,126.5,128.64999389648438
2018-06-12 00:00:00-04:00,129.35000610351562,132.0,128.64999389648438,132.0
2018-06-13 00:00:00-04:00,132.10000610351562,134.0500030517578,131.47999572753906,131.89999389648438
2018-06-14 00:00:00-04:00,132.0500030517578,134.22999572753906,130.85000610351562,134.0
2018-06-15 00:00:00-04:00,132.9499969482422,135.5500030517578,132.35000610351562,134.5
2018-06-18 00:00:00-04:00,133.5,136.39999389648438,132.8000030517578,136.35000610351562
2018-06-19 00:00:00-04:00,134.25,134.25,129.1999969482422,132.5500030517578
2018-06-20 00:00:00-04:00,133.10000610351562,134.39999389648438,132.14999389648438,133.1999969482422
2018-06-21 00:00:00-04:00,134.1999969482422,134.5500030517578,131.17999267578125,132.0
2018-06-22 00:00:00-04:00,133.9499969482422,133.9499969482422,126.05000305175781,126.9000015258789
2018-06-25 00:00:00-04:00,125.3499984741211,125.58000183105469,118.25,120.05000305175781
2018-06-26 00:00:00-04:00,120.25,123.05000305175781,119.1500015258789,121.1500015258789
2018-06-27 00:00:00-04:00,121.25,122.0999984741211,117.4000015258789,117.55000305175781
2018-06-28 00:00:00-04:00,117.30000305175781,119.75,115.0,119.3499984741211
2018-06-29 00:00:00-04:00,120.0,121.3499984741211,118.9000015258789,118.94999694824219
2018-07-02 00:00:00-04:00,117.3499984741211,119.43000030517578,115.94999694824219,119.1500015258789
2018-07-03 00:00:00-04:00,120.0,120.75,117.75,119.4000015258789
2018-07-05 00:00:00-04:00,120.0,122.94999694824219,119.4000015258789,122.80000305175781
2018-07-06 00:00:00-04:00,122.75,124.5,121.19999694824219,124.0999984741211
2018-07-09 00:00:00-04:00,125.1500015258789,128.0500030517578,123.8499984741211,127.9000015258789
2018-07-10 00:00:00-04:00,128.10000610351562,129.25,128.0500030517578,128.8000030517578
2018-07-11 00:00:00-04:00,127.5,129.14999389648438,126.75,128.5500030517578
2018-07-12 00:00:00-04:00,129.6999969482422,131.3000030517578,127.9000015258789,131.25
2018-07-13 00:00:00-04:00,131.25,132.10000610351562,128.64999389648438,128.89999389648438
2018-07-16 00:00:00-04:00,129.0,131.1999969482422,129.0,129.6999969482422
2018-07-17 00:00:00-04:00,129.4499969482422,131.0,129.33999633789062,130.5
2018-07-18 00:00:00-04:00,130.5,132.39999389648438,130.1699981689453,132.35000610351562
2018-07-19 00:00:00-04:00,131.9499969482422,134.4499969482422,131.66000366210938,134.35000610351562
2018-07-20 00:00:00-04:00,134.0,135.39999389648438,134.0,135.0
2018-07-23 00:00:00-04:00,134.25,135.85000610351562,132.3800048828125,135.8000030517578
2018-07-24 00:00:00-04:00,138.0,138.64999389648438,133.6300048828125,135.1999969482422
2018-07-25 00:00:00-04:00,134.89999389648438,137.60000610351562,134.0500030517578,137.25
2018-07-26 00:00:00-04:00,132.0500030517578,140.1999969482422,130.00999450683594,136.6999969482422
2018-07-27 00:00:00-04:00,137.25,138.3000030517578,127.44999694824219,128.10000610351562
2018-07-30 00:00:00-04:00,128.60000610351562,131.10000610351562,122.80000305175781,123.0999984741211
2018-07-31 00:00:00-04:00,123.94999694824219,126.1500015258789,122.30000305175781,124.6500015258789
2018-08-01 00:00:00-04:00,124.55000305175781,125.55000305175781,122.0,122.30000305175781
2018-08-02 00:00:00-04:00,121.19999694824219,125.6500015258789,119.36000061035156,125.5
2018-08-03 00:00:00-04:00,126.0,127.25,124.25,125.80000305175781
2018-08-06 00:00:00-04:00,125.9000015258789,129.75,125.9000015258789,129.14999389648438
2018-08-07 00:00:00-04:00,129.6999969482422,131.1999969482422,129.0,130.10000610351562
2018-08-08 00:00:00-04:00,130.25,130.9499969482422,129.0500030517578,130.75
2018-08-09 00:00:00-04:00,130.75,132.8000030517578,130.0500030517578,131.8000030517578
2018-08-10 00:00:00-04:00,131.0500030517578,136.39999389648438,131.0500030517578,134.4499969482422
2018-08-13 00:00:00-04:00,134.5,136.75,132.5500030517578,133.0500030517578
2018-08-14 00:00:00-04:00,133.0,135.3800048828125,131.85000610351562,134.5500030517578
2018-08-15 00:00:00-04:00,134.0,134.4499969482422,131.1999969482422,132.14999389648438
2018-08-16 00:00:00-04:00,133.39999389648438,134.3300018310547,132.35000610351562,133.5500030517578
2018-08-17 00:00:00-04:00,133.5500030517578,137.0,132.60000610351562,136.85000610351562
