Date,Open,High,Low,Close
2018-06-07 00:00:00-04:00,41.91180607596821,43.62252775444911,41.641408014750574,42.13713836669922
2018-06-08 00:00:00-04:00,42.092064728203106,42.58779498748796,41.28086725788443,41.8216667175293
2018-06-11 00:00:00-04:00,41.91180334191939,42.416548878017835,41.68647106588757,42.18220138549805
2018-06-12 00:00:00-04:00,42.40753369384497,42.54273443488616,41.46113882144967,41.731536865234375
2018-06-13 00:00:00-04:00,41.77660345551508,42.54273527267299,41.5963403816405,41.91180419921875
2018-06-14 00:00:00-04:00,41.95687538527476,42.45260577903541,40.40208382341226,42.272342681884766
2018-06-15 00:00:00-04:00,42.22726715304488,42.33993329106079,41.39353841938666,42.18220138549805
2018-06-18 00:00:00-04:00,42.00193585317769,43.26379800360184,41.28087324077721,43.128597259521484
2018-06-19 00:00:00-04:00,42.85820257237337,43.08353487132202,42.40753797447607,42.94833755493164
2018-06-20 00:00:00-04:00,42.99340182426493,43.35393142700196,41.911806139458044,43.35393142700195
2018-06-21 00:00:00-04:00,43.39900509494741,43.39900509494741,42.362475074195665,43.2187385559082
2018-06-22 00:00:00-04:00,43.26380578058376,43.26380578058376,42.18220994840949,42.677940368652344
2018-06-25 00:00:00-04:00,42.6328659375617,43.353928533204,42.04700408285755,42.18220138549805
2018-06-26 00:00:00-04:00,42.22726884124867,42.45260112628906,41.776604271167905,42.092071533203125
2018-06-27 00:00:00-04:00,42.00193972709642,42.00193972709642,40.92034742788726,41.01047897338867
2018-06-28 00:00:00-04:00,41.010472178545186,41.506202473263706,40.64993917967854,41.190738677978516
2018-06-29 00:00:00-04:00,41.28087422580562,41.59634149008809,40.78514388284497,41.50620651245117
2018-07-02 00:00:00-04:00,41.46113234549092,42.22726058959961,41.145668583398425,42.22726058959961
2018-07-03 00:00:00-04:00,42.31739554898113,42.58779355053143,41.95686258804932,42.22726058959961
2018-07-05 00:00:00-04:00,42.49766159057617,42.67792463088338,41.461131917324224,42.49766159057617
2018-07-06 00:00:00-04:00,42.40753256842721,42.722999809718836,42.137134531818376,42.587799072265625
2018-07-09 00:00:00-04:00,42.677930605036046,42.76806557610404,42.06953416309177,42.587799072265625
2018-07-10 00:00:00-04:00,42.58780706881436,42.81313938134777,41.84420974979446,42.0019416809082
2018-07-11 00:00:00-04:00,42.18220413718584,42.58780294816124,41.866740305481585,42.13713836669922
2018-07-12 00:00:00-04:00,42.272336866801815,43.444064028586354,41.68647156676069,43.39899826049805
2018-07-13 00:00:00-04:00,43.48913785629944,43.62433862391816,43.08353899174165,43.57926940917969
2018-07-16 00:00:00-04:00,43.48913298958935,43.75953105626917,43.218734922909526,43.53419876098633
2018-07-17 00:00:00-04:00,43.48912979667466,43.75952784350222,43.21873174984711,43.39899826049805
2018-07-18 00:00:00-04:00,43.30887010627868,43.89473549858154,43.01593741012725,43.2187385559082
2018-07-19 00:00:00-04:00,43.0384715876317,43.0384715876317,42.36247465170031,42.452606201171875
2018-07-20 00:00:00-04:00,42.407538226267974,43.0384693547299,42.047008608788325,42.81313705444336
2018-07-23 00:00:00-04:00,42.67793701193917,43.759532759043566,42.1822066306866,43.444068908691406
2018-07-24 00:00:00-04:00,43.39900331475333,43.53420063476335,42.407539109855925,42.54273986816406
2018-07-25 00:00:00-04:00,42.542738981759115,42.9934035823322,42.45260399866567,42.81313705444336
2018-07-26 00:00:00-04:00,42.85820743310291,43.128605534848674,42.72301010137924,42.993408203125
2018-07-27 00:00:00-04:00,42.94832606793839,42.94832606793839,42.0695282741038,42.49766159057617
